
759,true,0.0
181,true,0.0
262,true,0.0
692,true,0.0
184,true,0.0
492,true,0.0
501,true,0.0
896,true,0.0
58,true,0.0
396,true,0.0
703,true,0.0
837,true,0.0
668,true,0.0
590,true,0.0
137,true,0.0
146,true,0.0
827,true,0.0
78,true,0.0
795,true,0.0
747,true,49.92
686,true,0.0
776,true,0.0
735,true,5.93
722,true,0.0
132,true,0.0
94,true,0.0
922,true,0.0
91,true,0.0
900,true,0.0
840,true,0.0
335,true,0.0
179,true,0.0
574,true,0.0
277,true,0.0
348,true,0.0
826,true,74.13
828,true,0.0
888,true,0.0
172,true,0.0
891,true,0.0
253,true,0.0
815,true,42.01
153,true,0.0
740,true,0.0
609,true,0.0
340,true,0.0
856,true,0.0
766,true,0.0
305,true,0.0
275,true,0.0
897,true,0.0
228,true,0.0
836,true,0.0
853,true,0.0
532,true,0.0
196,true,0.0
313,true,0.0
188,true,0.0
721,true,0.0
388,true,0.0
637,true,0.0
367,true,0.0
626,true,0.0
462,true,0.0
66,true,0.0
429,true,0.0
844,true,0.0
25,true,0.0
183,true,0.0
779,true,0.0
162,true,0.0
99,true,0.0
182,true,49.99
473,true,0.0
59,true,0.0
256,true,0.0
83,true,0.0
139,true,0.0
373,true,0.0
764,true,0.0
164,true,0.0
272,true,0.0
285,true,0.0
696,true,0.0
98,true,100.08
875,true,0.0
615,true,0.0
700,true,0.0
138,true,0.0
571,true,0.0
546,true,0.0
841,true,0.0
829,true,0.0
414,true,0.0
714,true,0.0
667,true,0.0
252,true,0.0
491,true,0.0
592,true,0.0
451,true,0.0
152,true,0.0
364,true,0.0
448,true,0.0
444,true,0.0
438,true,0.0
156,true,0.0
682,true,0.0
37,true,0.0
199,true,0.0
420,true,0.0
691,true,0.0
118,true,0.0
198,true,0.0
298,true,0.0
534,true,0.0
105,true,0.0
338,true,0.0
699,true,0.0
625,true,0.0
363,true,0.0
824,true,0.0
157,true,0.0
16,true,0.0
301,true,0.0
780,true,0.0
870,true,0.0
893,true,0.0
458,true,0.0
862,true,0.0
660,true,76.36
354,true,0.0
642,true,0.0
374,true,0.0
9,true,0.0
398,true,134.92
638,true,0.0
540,true,0.0
149,true,0.0
204,true,0.0
542,true,0.0
627,true,0.0
178,true,0.0
408,true,0.0
249,true,0.0
107,true,0.0
488,true,0.0
606,true,0.0
842,true,0.0
851,true,0.0
515,true,0.0
43,true,0.0
789,true,0.0
858,true,0.0
482,true,0.0
529,true,0.0
56,true,0.0
798,true,0.0
839,true,0.0
466,true,0.0
460,true,0.0
370,true,0.0
63,true,0.0
741,true,0.0
783,true,0.0
533,true,0.0
234,true,0.0
397,true,0.0
628,true,0.0
861,true,0.0
490,true,0.0
647,true,0.0
587,true,0.0
750,true,0.0
167,true,0.0
318,true,43.0
763,true,0.0
248,true,0.0
512,true,0.0
865,true,0.0
427,true,100.0
186,true,100.0
395,true,0.0
357,true,0.0
567,true,0.0
430,true,0.0
102,true,0.0
41,true,0.0
333,true,0.0
774,true,0.0
689,true,0.0
441,true,0.0
29,true,0.0
645,true,0.0
347,true,0.0
112,true,0.0
470,true,0.0
96,true,0.0
308,true,0.0
22,true,0.0
115,true,0.0
284,true,0.0
926,true,0.0
907,true,0.0
449,true,0.0
797,true,0.0
391,true,0.0
203,true,0.0
762,true,0.0
706,true,0.0
702,true,0.0
669,true,0.0
217,true,20.02
680,true,20.02
845,true,20.02
443,true,0.0
646,true,0.0
143,true,0.0
410,true,0.0
507,true,0.0
361,true,0.0
129,true,0.0
293,true,0.0
781,true,0.0
399,true,0.0
31,true,0.0
319,true,0.0
752,true,0.0
323,true,0.0
265,true,0.0
882,true,0.0
116,true,0.0
787,true,0.0
300,true,0.0
785,true,0.0
201,true,0.0
459,true,0.0
1,true,0.0
281,true,13.1
290,true,0.0
350,true,80.06
261,true,12.36
8,true,0.0
869,true,0.0
653,true,0.0
483,true,0.0
126,true,0.0
739,true,0.0
437,true,0.0
334,true,0.0
239,true,0.0
168,true,0.0
558,true,0.0
362,true,0.0
852,true,0.0
807,true,0.0
409,true,0.0
125,true,0.0
887,true,0.0
257,true,0.0
544,true,0.0
387,true,0.0
258,true,0.0
121,true,0.0
440,true,0.0
914,true,0.0
471,true,0.0
389,true,0.0
874,true,0.0
784,true,0.0
543,true,0.0
433,true,0.0
359,true,0.0
751,true,0.0
368,true,0.0
516,true,0.0
564,true,0.0
130,true,0.0
95,true,0.0
666,true,0.0
803,true,0.0
720,true,0.0
788,true,0.0
631,true,0.0
758,true,0.0
26,true,0.0
656,true,0.0
104,true,0.0
400,true,0.0
737,true,0.0
848,true,49.42
651,true,0.0
49,true,0.0
286,true,0.0
724,true,49.99
218,true,29.9
790,true,0.0
28,true,25.01
131,true,60.05
559,true,60.05
672,true,101.31
880,true,0.0
871,true,80.06
392,true,0.0
768,true,0.0
725,true,0.0
54,true,0.0
733,true,0.0
624,true,0.0
81,true,0.0
849,true,0.0
834,true,0.0
681,true,0.0
32,true,0.0
468,true,0.0
850,true,0.0
923,true,0.0
240,true,0.0
895,true,0.0
21,true,0.0
264,true,0.0
704,true,0.0
72,true,0.0
664,true,49.92
629,true,0.0
87,true,0.0
331,true,373.13
649,true,0.0
565,true,21.99
620,true,21.99
418,true,21.99
416,true,0.0
379,true,0.0
74,true,0.0
57,true,0.0
197,true,0.0
619,true,0.0
210,true,0.0
593,true,0.0
886,true,0.0
673,true,0.0
200,true,0.0
80,true,0.0
524,true,0.0
61,true,0.0
610,true,0.0
878,true,0.0
