
640,true
274,true
566,true
647,true
100,true
292,true
382,true
729,true
524,true
597,true
428,true
52,true
664,true
228,true
767,true
623,true
559,true
116,true
30,true
35,true
927,true
736,true
520,true
388,true
342,true
732,true
490,true
681,true
32,true
468,true
277,true
420,true
913,true
809,true
324,true
545,true
716,true
333,true
862,true
606,true
852,true
645,true
650,true
48,true
270,true
158,true
924,true
22,true
464,true
321,true
221,true
314,true
525,true
748,true
303,true
580,true
144,true
634,true
703,true
830,true
502,true
421,true
320,true
70,true
283,true
722,true
897,true
305,true
275,true
867,true
754,true
315,true
683,true
519,true
92,true
307,true
271,true
658,true
236,true
676,true
730,true
648,true
499,true
151,true
168,true
55,true
296,true
903,true
822,true
223,true
591,true
553,true
381,true
505,true
9,true
203,true
858,true
255,true
530,true
555,true
541,true
182,true
486,true
248,true
874,true
771,true
233,true
564,true
130,true
755,true
910,true
169,true
738,true
741,true
876,true
312,true
419,true
339,true
424,true
449,true
62,true
908,true
522,true
826,true
273,true
266,true
122,true
873,true
408,true
249,true
237,true
330,true
694,true
484,true
202,true
717,true
560,true
91,true
900,true
725,true
344,true
480,true
496,true
864,true
335,true
341,true
498,true
782,true
195,true
123,true
79,true
14,true
537,true
194,true
617,true
885,true
511,true
348,true
153,true
905,true
540,true
124,true
508,true
588,true
295,true
242,true
351,true
285,true
140,true
113,true
930,true
863,true
451,true
152,true
20,true
775,true
432,true
381,true
403,true
108,true
247,true
453,true
925,true
726,true
11,true
88,true
369,true
276,true
832,true
393,true
609,true
654,true
919,true
504,true
244,true
487,true
460,true
380,true
926,true
713,true
136,true
823,true
661,true
376,true
212,true
848,true
392,true
510,true
895,true
354,true
642,true
835,true
378,true
40,true
431,true
2,true
289,true
928,true
819,true
678,true
415,true
552,true
121,true
178,true
709,true
131,true
28,true
607,true
156,true
206,true
445,true
334,true
633,true
126,true
618,true
430,true
567,true
176,true
43,true
789,true
454,true
920,true
102,true
34,true
907,true
198,true
765,true
199,true
343,true
284,true
865,true
322,true
531,true
610,true
331,true
594,true
268,true
311,true
423,true
440,true
914,true
215,true
406,true
542,true
115,true
778,true
665,true
416,true
57,true
534,true
54,true
611,true
739,true
59,true
492,true
148,true
396,true
582,true
538,true
365,true
125,true
471,true
389,true
337,true
818,true
386,true
407,true
800,true
214,true
586,true
584,true
390,true
687,true
735,true
60,true
699,true
187,true
179,true
686,true
391,true
181,true
332,true
601,true
649,true
310,true
357,true
816,true
458,true
23,true
272,true
172,true
563,true
857,true
740,true
794,true
473,true
845,true
217,true
680,true
638,true
69,true
149,true
696,true
652,true
753,true
813,true
356,true
5,true
326,true
657,true
124,true
412,true
12,true
259,true
316,true
710,true
216,true
604,true
278,true
166,true
521,true
635,true
476,true
426,true
79,true
75,true
209,true
547,true
663,true
51,true
708,true
561,true
226,true
475,true
912,true
76,true
810,true
911,true
163,true
518,true
281,true
839,true
466,true
668,true
86,true
419,true
643,true
581,true
446,true
727,true
71,true
734,true
306,true
572,true
592,true
808,true
485,true
370,true
477,true
84,true
838,true
613,true
602,true
829,true
691,true
345,true
352,true
695,true
358,true
906,true
164,true
840,true
360,true
222,true
45,true
235,true
436,true
366,true
325,true
111,true
764,true
849,true
637,true
204,true
313,true
81,true
798,true
298,true
444,true
837,true
338,true
174,true
185,true
860,true
512,true
786,true
257,true
280,true
387,true
836,true
759,true
439,true
587,true
463,true
293,true
261,true
159,true
831,true
245,true
915,true
529,true
18,true
99,true
56,true
589,true
177,true
65,true
411,true
697,true
371,true
737,true
846,true
669,true
517,true
600,true
